datetime,volume_delta,cumulative_volume_delta,transaction_delta,cumulative_transaction_delta,liquidation_delta,cumulative_liquidation_delta,close_price_7_ma,close_price_7_std,close_price_7_z_score,close_price_31_ma,close_price_31_std,close_price_31_z_score,close_price_127_ma,close_price_127_std,close_price_127_z_score,close_price_367_ma,close_price_367_std,close_price_367_z_score,volume_7_ma,volume_7_std,volume_7_z_score,volume_31_ma,volume_31_std,volume_31_z_score,volume_127_ma,volume_127_std,volume_127_z_score,volume_367_ma,volume_367_std,volume_367_z_score,volume_delta_7_ma,volume_delta_7_std,volume_delta_7_z_score,volume_delta_31_ma,volume_delta_31_std,volume_delta_31_z_score,volume_delta_127_ma,volume_delta_127_std,volume_delta_127_z_score,volume_delta_367_ma,volume_delta_367_std,volume_delta_367_z_score,cumulative_volume_delta_7_ma,cumulative_volume_delta_7_std,cumulative_volume_delta_7_z_score,cumulative_volume_delta_31_ma,cumulative_volume_delta_31_std,cumulative_volume_delta_31_z_score,cumulative_volume_delta_127_ma,cumulative_volume_delta_127_std,cumulative_volume_delta_127_z_score,cumulative_volume_delta_367_ma,cumulative_volume_delta_367_std,cumulative_volume_delta_367_z_score,transactions_7_ma,transactions_7_std,transactions_7_z_score,transactions_31_ma,transactions_31_std,transactions_31_z_score,transactions_127_ma,transactions_127_std,transactions_127_z_score,transactions_367_ma,transactions_367_std,transactions_367_z_score,transaction_delta_7_ma,transaction_delta_7_std,transaction_delta_7_z_score,transaction_delta_31_ma,transaction_delta_31_std,transaction_delta_31_z_score,transaction_delta_127_ma,transaction_delta_127_std,transaction_delta_127_z_score,transaction_delta_367_ma,transaction_delta_367_std,transaction_delta_367_z_score,cumulative_transaction_delta_7_ma,cumulative_transaction_delta_7_std,cumulative_transaction_delta_7_z_score,cumulative_transaction_delta_31_ma,cumulative_transaction_delta_31_std,cumulative_transaction_delta_31_z_score,cumulative_transaction_delta_127_ma,cumulative_transaction_delta_127_std,cumulative_transaction_delta_127_z_score,cumulative_transaction_delta_367_ma,cumulative_transaction_delta_367_std,cumulative_transaction_delta_367_z_score,long_short_ratio_7_ma,long_short_ratio_7_std,long_short_ratio_7_z_score,long_short_ratio_31_ma,long_short_ratio_31_std,long_short_ratio_31_z_score,long_short_ratio_127_ma,long_short_ratio_127_std,long_short_ratio_127_z_score,long_short_ratio_367_ma,long_short_ratio_367_std,long_short_ratio_367_z_score,short_liquidation_7_ma,short_liquidation_7_std,short_liquidation_7_z_score,short_liquidation_31_ma,short_liquidation_31_std,short_liquidation_31_z_score,short_liquidation_127_ma,short_liquidation_127_std,short_liquidation_127_z_score,short_liquidation_367_ma,short_liquidation_367_std,short_liquidation_367_z_score,long_liquidation_7_ma,long_liquidation_7_std,long_liquidation_7_z_score,long_liquidation_31_ma,long_liquidation_31_std,long_liquidation_31_z_score,long_liquidation_127_ma,long_liquidation_127_std,long_liquidation_127_z_score,long_liquidation_367_ma,long_liquidation_367_std,long_liquidation_367_z_score,liquidation_delta_7_ma,liquidation_delta_7_std,liquidation_delta_7_z_score,liquidation_delta_31_ma,liquidation_delta_31_std,liquidation_delta_31_z_score,liquidation_delta_127_ma,liquidation_delta_127_std,liquidation_delta_127_z_score,liquidation_delta_367_ma,liquidation_delta_367_std,liquidation_delta_367_z_score,cumulative_liquidation_delta_7_ma,cumulative_liquidation_delta_7_std,cumulative_liquidation_delta_7_z_score,cumulative_liquidation_delta_31_ma,cumulative_liquidation_delta_31_std,cumulative_liquidation_delta_31_z_score,cumulative_liquidation_delta_127_ma,cumulative_liquidation_delta_127_std,cumulative_liquidation_delta_127_z_score,cumulative_liquidation_delta_367_ma,cumulative_liquidation_delta_367_std,cumulative_liquidation_delta_367_z_score,close_predicted_funding_rate_7_ma,close_predicted_funding_rate_7_std,close_predicted_funding_rate_7_z_score,close_predicted_funding_rate_31_ma,close_predicted_funding_rate_31_std,close_predicted_funding_rate_31_z_score,close_predicted_funding_rate_127_ma,close_predicted_funding_rate_127_std,close_predicted_funding_rate_127_z_score,close_predicted_funding_rate_367_ma,close_predicted_funding_rate_367_std,close_predicted_funding_rate_367_z_score,close_funding_rate_7_ma,close_funding_rate_7_std,close_funding_rate_7_z_score,close_funding_rate_31_ma,close_funding_rate_31_std,close_funding_rate_31_z_score,close_funding_rate_127_ma,close_funding_rate_127_std,close_funding_rate_127_z_score,close_funding_rate_367_ma,close_funding_rate_367_std,close_funding_rate_367_z_score,close_open_interest_7_ma,close_open_interest_7_std,close_open_interest_7_z_score,close_open_interest_31_ma,close_open_interest_31_std,close_open_interest_31_z_score,close_open_interest_127_ma,close_open_interest_127_std,close_open_interest_127_z_score,close_open_interest_367_ma,close_open_interest_367_std,close_open_interest_367_z_score
1569196800,-2119.324999997849,-26627.25699999689,2391.0,18828.0,,,10047.300084587303,186.59944844021612,-1.8507026010741185,,,,,,,,,,24808.8234285718,3842.9332475183314,2.0368585836048196,,,,,,,,,,-1926.5762857138907,4749.168879181096,-0.04058577809875526,,,,,,,,,,-15956.33928571334,8397.211070897878,-1.2707692618642912,,,,,,,,,,31554.571428571428,3882.5795916779734,1.4156641072367884,,,,,,,,,,1004.0,1620.7866402871575,0.855757300513202,,,,,,,,,,13759.0,2816.511198865245,1.7997443085055966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569283200,-721.752999988501,-27349.009999985392,3499.0,22327.0,,,9519.945737775055,737.1155379628711,-1.3893557862114152,,,,,,,,,,32264.531285713594,19096.182213838063,2.2245264125881654,,,,,,,,,,-2432.4621428551377,4329.4156531019,0.39513626778730837,,,,,,,,,,-18388.80142856848,8941.527175621666,-1.00208928468575,,,,,,,,,,42371.28571428572,27689.00553597815,2.24745212336554,,,,,,,,,,1322.7142857142858,1879.9810915969083,1.1576104270480276,,,,,,,,,,15081.714285714286,4248.18673923694,1.7055007604461174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569369600,1719.4080000034955,-25629.601999981896,5909.0,28236.0,,,9260.366827036705,781.1004916929953,-1.0629833624058789,,,,,,,,,,36184.911999999174,19161.408402202378,0.6280298267959039,,,,,,,,,,-3048.7919999974756,3037.7030340526167,1.5696728569414136,,,,,,,,,,-21437.593428565953,6686.276348563973,-0.6269571212557301,,,,,,,,,,49337.857142857145,29705.381871688794,0.9432345619447149,,,,,,,,,,2336.4285714285716,2188.9117430923566,1.6321221903283887,,,,,,,,,,17418.14285714286,6229.779488568636,1.736475129289475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569456000,-203.16900000002352,-25832.77099998192,3652.0,31888.0,,,8918.708532140314,796.3155038684952,-1.0781637780119095,,,,,,,,,,40999.93428571334,20471.348672720174,0.9313509832253214,,,,,,,,,,-2248.5277142832188,2926.4216155628,0.6989282417153819,,,,,,,,,,-23686.121142849173,4536.263939432229,-0.4732197874274104,,,,,,,,,,57453.57142857143,33402.6015845929,1.0977716354986569,,,,,,,,,,2901.285714285714,1883.4359306230474,0.3985876416119697,,,,,,,,,,20319.428571428572,7629.109599796973,1.516372425542201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569542400,1877.4549999965311,-23955.31599998539,7750.0,39638.0,,,8725.012762572049,717.4488942695137,-0.764504297034994,,,,,,,,,,43383.65814285686,18989.848365801583,-0.17692153608250533,,,,,,,,,,-1376.3989999979453,3140.249914397007,1.0361767657652443,,,,,,,,,,-25062.52014284712,1939.19489378781,0.5709607355138191,,,,,,,,,,62787.42857142857,31021.219505671404,0.11845348078271488,,,,,,,,,,4034.0,2094.6186605999033,1.774069939267957,,,,,,,,,,24353.428571428572,9389.344880539555,1.6278634583175633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569628800,-96.59500000314438,-24051.910999988533,6610.0,46248.0,,,8572.601395039252,620.7303315455816,-0.607705755412328,,,,,,,,,,44820.09657142874,17587.06978534516,-0.6254127438893073,,,,,,,,,,-359.4511428556052,1801.5589254874483,0.1459048267218569,,,,,,,,,,-25421.971285702723,1306.5010210235373,1.0486484615533316,,,,,,,,,,66361.71428571429,27846.817662073387,-0.41957089774129536,,,,,,,,,,4732.571428571428,2007.889842358793,0.9350256830937695,,,,,,,,,,29086.0,10995.154220534308,1.5608694208170928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569715200,4149.182000003137,-19902.728999985397,9497.0,55745.0,,,8405.98575387735,467.06712926073556,-0.7793863688363661,,,,,,,,,,46496.648714285875,15761.790164792705,-0.668108926980126,,,,,,,,,,657.8861428590923,2070.8407013847773,1.685931638686358,,,,,,,,,,-24764.08514284363,2477.85316559489,1.9619226071820541,,,,,,,,,,70889.42857142857,23185.224122683136,-0.38535010591886476,,,,,,,,,,5615.428571428572,2563.5135301081636,1.514160695070586,,,,,,,,,,34701.42857142857,13262.316990344525,1.586719081129787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,1436.342000004297,-18466.3869999811,6594.0,62339.0,,,8265.356917977084,170.60973453221823,0.12005810851928979,,,,,,,,,,49604.29799999968,14681.034196563778,0.3259703598481493,,,,,,,,,,1165.8385714308274,1674.1798671161464,0.16157369580571082,,,,,,,,,,-23598.2465714128,3253.558907011594,1.5773064874812222,,,,,,,,,,77226.71428571429,17841.3594186307,0.23458334177805187,,,,,,,,,,6215.857142857143,2139.574367997167,0.17673742161008987,,,,,,,,,,40917.28571428572,14701.166458417349,1.4571438495241984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569888000,-117.70699999518547,-18584.093999976285,5623.0,67962.0,,,8213.190091793946,130.55002882707444,0.5883561183107527,,,,,,,,,,44528.25542857188,9906.223071890943,-0.536638473613444,,,,,,,,,,1252.1308571441582,1573.193786969724,-0.8707368847279245,,,,,,,,,,-22346.115714268646,3256.085361724126,1.1553817840636516,,,,,,,,,,72011.28571428571,13251.119370507115,-0.2956946960274616,,,,,,,,,,6519.285714285715,1816.2394954305735,-0.4934843210604411,,,,,,,,,,47436.57142857143,15193.507471473276,1.350934180929999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569974400,-2647.978999999679,-21232.072999975964,-144.0,67818.0,,,8191.939955101751,109.10075350743858,1.4683679053355527,,,,,,,,,,41972.588428572075,11038.363363683638,-1.054813022995576,,,,,,,,,,628.218428572276,2125.9223131003378,-1.5410710957702467,,,,,,,,,,-21717.89728569637,2924.3162026880077,0.1661326108557755,,,,,,,,,,68466.0,14810.60396022616,-1.075310638429684,,,,,,,,,,5654.571428571428,3124.7711306666315,-1.8556787636905665,,,,,,,,,,53091.142857142855,14189.065372421719,1.037901845986325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570060800,-3074.6670000016657,-24306.73999997763,-993.0,66825.0,,,8225.113925220137,90.46954086144156,-0.05354205596727474,,,,,,,,,,38167.44985714417,7909.129006271014,-0.5989881886341237,,,,,,,,,,218.00442857204143,2548.185656770034,-1.2921630807495206,,,,,,,,,,-21499.892857124327,2605.9864069244977,-1.077076662946165,,,,,,,,,,63667.857142857145,9657.804606095726,-0.3243860556963201,,,,,,,,,,4991.0,3993.3860319282935,-1.4984777209506328,,,,,,,,,,58082.142857142855,11347.925323285179,0.7704366123133883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570147200,-3545.158999999683,-27851.898999977315,880.0,67705.0,,,8222.209010700872,95.77222719477201,-0.9569476808186222,,,,,,,,,,36509.90214285797,8637.49795710395,-0.9364738704457031,,,,,,,,,,-556.6547142845606,2773.8795373408743,-1.077373492786927,,,,,,,,,,-22056.54757140889,3485.608958040889,-1.6626510599243305,,,,,,,,,,62135.857142857145,9985.701201026917,-0.6407018409682834,,,,,,,,,,4009.5714285714284,4046.1631560917417,-0.7734664440952339,,,,,,,,,,62091.71428571428,8291.851295384025,0.676964107811553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570233600,-5858.015000001164,-33709.91399997848,-1631.0,66074.0,,,8213.794728654966,101.67074642915121,-0.9014857456449868,,,,,,,,,,36000.830428572335,8922.696600999281,-0.6436858368495115,,,,,,,,,,-1379.7147142842775,3398.951252939214,-1.3175535488613772,,,,,,,,,,-23436.262285693167,5647.875764494136,-1.819029338228635,,,,,,,,,,62082.857142857145,10032.755344845391,-0.7750470210411549,,,,,,,,,,2832.285714285714,4350.870093605252,-1.02583750336414,,,,,,,,,,64924.0,4494.648818317158,0.2558598116305273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570320000,-2327.982999994005,-36037.89699997249,-728.0,65346.0,,,8179.101239413654,161.0962436068399,-2.0255670281799145,,,,,,,,,,36849.82800000054,9197.347705810353,0.5500728211896402,,,,,,,,,,-2305.023999998155,2368.345085496366,-0.009694110936978586,,,,,,,,,,-25741.286285691323,7077.127411762415,-1.4549138534891801,,,,,,,,,,63414.42857142857,10614.636355164548,0.7406350218249712,,,,,,,,,,1371.5714285714287,3339.2074337654267,-0.6287634027586798,,,,,,,,,,66295.57142857143,1998.6159258465468,-0.47511451114311926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570406400,-1665.4249999953972,-37703.321999967884,1203.0,66549.0,,,8159.135308531082,149.7502729683766,0.18527306106999233,,,,,,,,,,38045.60214285782,11980.798398572952,2.0628589209950765,,,,,,,,,,-2748.1335714266825,1764.992698415394,0.6134351560793074,,,,,,,,,,-28489.41985711801,7503.497699312173,-1.2279476201737878,,,,,,,,,,63956.857142857145,11726.424539312506,1.8123293068484472,,,,,,,,,,601.4285714285714,2432.579348287387,0.2472977619393809,,,,,,,,,,66897.0,986.9606543997473,-0.35259764251863485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570492800,-3250.65099999401,-40953.972999961894,1307.0,67856.0,,,8141.652933347147,138.5888981105887,0.18736758143593868,,,,,,,,,,38831.74071428623,12247.6747074705,0.4803707174001025,,,,,,,,,,-3195.6969999979433,1330.5627890055741,-0.041301320351170887,,,,,,,,,,-31685.116857115954,7343.672058826641,-1.2621555086607315,,,,,,,,,,63054.28571428572,11597.446352743429,-0.11030753455333694,,,,,,,,,,-15.142857142857142,1163.6997649123873,1.1361546139372114,,,,,,,,,,66881.85714285714,968.5383194227885,1.0057865936821238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570579200,-2561.958000003531,-43515.93099996542,132.0,67988.0,,,8210.006244394557,212.68598733586018,1.644507755243502,,,,,,,,,,43848.47342857205,15054.908394798515,1.4346041839013834,,,,,,,,,,-3183.408285712779,1336.8468522371397,0.4648627362732575,,,,,,,,,,-34868.52514282873,6871.930042500053,-1.2583663983271152,,,,,,,,,,67601.71428571429,12949.553167507187,1.2950474427461671,,,,,,,,,,24.285714285714285,1163.281810838876,0.09259517746315474,,,,,,,,,,66906.14285714286,997.6187362198987,1.08443947931094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
