datetime,open_price,high_price,low_price,close_price,volume,buy_volume,transactions,buy_transactions,long_short_ratio,long_liquidation,short_liquidation,open_predicted_funding_rate,high_predicted_funding_rate,low_predicted_funding_rate,close_predicted_funding_rate,open_funding_rate,high_funding_rate,low_funding_rate,close_funding_rate,open_open_interest,high_open_interest,low_open_interest,close_open_interest,volume_delta,cumulative_volume_delta,transaction_delta,cumulative_transaction_delta,liquidation_delta,cumulative_liquidation_delta
2021-02-12,48060.21,49278.98,46121.0,47361.03,259186.28799945503,127514.45899999425,1640411,802614.0,2.5945,1246.7939999999899,555.6389999999966,0.128772,0.156617,0.102662,0.140241,0.128772,0.128772,0.105533,0.105533,35819.279,37337.997,34876.661,35267.352,-4157.369999466537,-505056.3809739601,-35183.0,1038862.0,691.1549999999933,121608.62600000115
2021-02-13,47364.0,48290.0,46252.1,47221.62,199934.39199940293,97676.8979999625,1198560,596472.0,2.7665,883.6359999999922,227.0590000000001,0.139999,0.174531,0.073273,0.085014,0.139999,0.141609,0.075946,0.075946,35267.352,36213.764,33460.68,33591.618,-4580.595999477926,-509636.97697343805,-5616.0,1033246.0,656.5769999999922,122265.20300000114
2021-02-14,47221.63,49875.16,47093.16,48655.21,241935.69299930704,119727.76399994473,1446654,736585.0,2.775,849.7299999999943,1198.2569999999905,0.085048,0.164462,0.085048,0.117978,0.085048,0.149489,0.085048,0.149489,33591.618,39120.734,33540.548,37223.368,-2480.1649994175823,-512117.14197285566,26516.0,1059762.0,-348.5269999999962,121916.67600000114
2021-02-15,48659.1,49100.0,45349.21,47981.58,248894.03599941704,119297.83799997128,1575204,782954.0,2.5137,3245.332000000039,683.4509999999973,0.11786,0.11786,0.036567,0.099584,0.11786,0.11786,0.040617,0.068133,37223.368,37329.906,33894.39,34474.954,-10298.359999474487,-522415.50197233015,-9296.0,1050466.0,2561.8810000000417,124478.55700000118
2021-02-16,47981.6,50953.44,47101.02,49197.94,343576.4809991095,170692.25799984843,2037101,1021745.0,2.003,1920.9009999999764,1492.9559999999656,0.0996,0.156943,0.092551,0.104137,0.0996,0.141818,0.0996,0.141818,34474.954,37359.93,33285.81,34671.703,-2191.964999412652,-524607.4669717428,6389.0,1056855.0,427.94500000001085,124906.50200000119
2021-02-17,49197.93,52800.0,49029.62,52194.62,312007.45699878223,157467.48499986672,2003742,1005766.0,2.3636,589.3129999999967,1810.4339999999802,0.104066,0.148506,0.092744,0.132396,0.104066,0.147112,0.093436,0.147112,34671.703,39592.394,34671.703,37623.297,2927.513000951207,-521679.9539707916,7790.0,1064645.0,-1221.1209999999835,123685.3810000012
2021-02-18,52194.62,52640.0,50948.0,51619.7,185464.18299960322,88304.1079999656,1169182,563013.0,1.8843,675.1319999999969,271.84899999999936,0.132396,0.164344,0.091101,0.091381,0.132249,0.154303,0.125842,0.125842,37623.297,38136.583,35125.932,35242.291,-8855.966999672004,-530535.9209704637,-43156.0,1021489.0,403.2829999999975,124088.6640000012
2021-02-19,51612.46,56582.0,50800.0,56004.1,257864.894999097,129980.6749999038,1776929,880493.0,2.2237,754.9919999999927,2737.6980000000176,0.091381,0.167321,0.083154,0.15652,0.091255,0.128791,0.01,0.128791,35242.291,36037.87,34660.751,35327.282,2096.4550007105863,-528439.4659697531,-15943.0,1005546.0,-1982.706000000025,122105.95800000118
2021-02-20,56005.85,57699.0,53905.0,55917.41,240273.28499935984,115690.18399989344,1644552,818869.0,,2687.5179999999896,945.6499999999928,0.156318,0.156318,0.100581,0.100581,0.156318,0.156318,0.116465,0.122535,35327.282,35327.282,32763.145,33033.032,-8892.916999572946,-537332.3829693261,-6814.0,998732.0,1741.8679999999968,123847.82600000118
2021-02-21,55908.45,58472.14,55564.5,57487.43,196820.56399944794,97912.54699992528,1279359,655784.0,2.199,506.05499999999626,640.5389999999945,0.100357,0.137146,0.098959,0.11727,0.100357,0.14009,0.099022,0.12582,33033.032,34675.622,32684.619,33051.845,-995.4699995973788,-538327.8529689235,32209.0,1030941.0,-134.48399999999828,123713.34200000118
2021-02-22,57475.5,57591.87,47751.42,54110.01,480542.8739966156,228299.2179985493,4902549,2398795.0,2.2712,10429.325000000732,1771.7599999999693,0.117049,0.137288,0.025048,0.025048,0.117049,0.117049,0.077864,0.077864,33051.845,35899.115,28982.08,28982.08,-23944.43799951696,-562272.2909684405,-104959.0,925982.0,8657.565000000763,132370.90700000196
2021-02-23,54125.55,54260.12,44893.82,48904.8,748473.5290076472,367986.63099763036,8006494,3989755.0,2.4831,8044.060000000492,3548.5640000000985,0.024947,0.099493,0.01,0.01,0.024947,0.02962,0.013281,0.013281,28982.08,31122.019,25899.217,25992.336,-12500.267012386466,-574772.5579808269,-26984.0,898998.0,4495.496000000394,136866.40300000235
2021-02-24,48930.01,51435.58,47000.0,49702.03,333405.86499839067,165008.17599960437,2286605,1142763.0,1.9343,1727.6809999999725,1234.2029999999818,0.01,0.06039,0.01,0.0178,0.013281,0.051791,0.01,0.037289,25992.336,28205.683,25084.847,27420.531,-3389.5129991819267,-578162.0709800089,-1079.0,897919.0,493.47799999999074,137359.88100000235
2021-02-25,49702.05,52134.96,46685.43,47089.37,345310.4099985152,170482.32799944092,2337920,1163954.0,2.1192,2809.618000000028,1191.998999999987,0.017706,0.034956,0.01,0.01,0.017706,0.034053,0.017706,0.034053,27420.531,29479.927,27157.582,28860.694,-4345.753999633365,-582507.8249796423,-10012.0,887907.0,1617.619000000041,138977.5000000024
2021-02-26,47087.97,48438.01,44100.0,46313.13,440666.60199835576,217770.66699912795,3065841,1530990.0,2.4305,3535.961000000047,1839.380999999966,0.01,0.033761,0.01,0.030285,0.01,0.01,0.01,0.01,28860.694,28938.047,26999.041,27167.5,-5125.268000099866,-587633.0929797422,-3861.0,884046.0,1696.580000000081,140674.08000000246
2021-02-27,46313.12,48476.05,44926.77,46102.63,256027.07399860694,126959.9559997565,1753002,861705.0,2.406,1288.345999999984,829.9109999999965,0.030164,0.057344,0.01,0.01,0.030164,0.04457,0.010038,0.010038,27167.5,29121.439,26069.424,27537.74,-2107.1619990939507,-589740.2549788362,-29592.0,854454.0,458.43499999998755,141132.51500000246
2021-02-28,46097.09,46678.0,43002.05,45163.36,369961.7009984858,183452.349999454,2539676,1266323.0,2.1328,2681.4810000000207,1663.8069999999875,0.01,0.040607,0.01,0.016973,0.01,0.037706,0.01,0.037706,27537.74,31129.595,27082.691,29544.463,-3057.000999577809,-592797.255978414,-7030.0,847424.0,1017.6740000000332,142150.1890000025
2021-03-01,45162.64,49800.0,44972.49,49592.7,315656.6159995246,158077.80099952896,2135440,1073690.0,1.9061,700.7349999999933,2193.5889999999763,0.016921,0.017498,0.01,0.01,0.016921,0.016921,0.01,0.01,29544.463,30180.211,27948.849,28834.182,498.9859995333245,-592298.2699788806,11940.0,859364.0,-1492.853999999983,140657.3350000025
2021-03-02,49594.99,50221.77,47058.06,48450.57,273099.57499906654,133976.26099994578,1762815,880779.0,2.1546,1717.8759999999743,697.7159999999946,0.01,0.073133,0.01,0.01,0.01,0.01,0.01,0.01,28834.182,30023.292,28194.356,28749.802,-5147.052999174979,-597445.3229780556,-1257.0,858107.0,1020.1599999999797,141677.49500000247
2021-03-03,48454.21,52681.51,48110.66,50373.75,350284.49199885875,176616.7949995331,2134405,1072203.0,2.1133,1171.3499999999897,1918.01199999998,0.01,0.049062,0.01,0.01,0.01,0.045078,0.01,0.045078,28749.802,33250.078,28141.031,28901.886,2949.0980002074502,-594496.2249778481,10001.0,868108.0,-746.6619999999903,140930.8330000025
2021-03-04,50373.75,51800.0,47500.0,48385.77,387386.9559984532,188503.06899961192,2439569,1213758.0,2.2852,3171.1980000000476,1112.619999999989,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28901.886,30900.706,28187.82,29468.887,-10380.817999229359,-604877.0429770774,-12053.0,856055.0,2058.5780000000586,142989.41100000255
2021-03-05,48385.77,49470.0,46320.0,48770.57,354602.55499931396,175791.27099966424,2217628,1108749.0,2.663,2083.9959999999724,1223.046999999988,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,29468.887,31467.433,28360.243,28935.936,-3020.0129999854835,-607897.0559770629,-130.0,855925.0,860.9489999999844,143850.36000000255
2021-03-06,48772.68,49253.63,47090.0,48908.21,215092.90999959016,106587.18499993232,1387176,688610.0,2.2446,960.3569999999905,670.6229999999974,0.01,0.01,0.01,0.01,0.01,0.066848,0.01,0.01,28935.936,30939.771,28414.648,28448.02,-1918.53999972553,-609815.5959767884,-9956.0,845969.0,289.7339999999931,144140.09400000254
2021-03-07,48908.21,51480.0,48908.21,50995.27,248398.11599946584,125296.2569998683,1585333,796529.0,2.1221,681.9749999999963,1361.851999999983,0.01,0.020029,0.01,0.01,0.01,0.017606,0.006677,0.017606,28448.02,30916.043,28196.516,29416.548,2194.3980002707685,-607621.1979765177,7725.0,853694.0,-679.8769999999868,143460.21700000257
2021-03-08,50991.35,52450.0,49310.0,52429.43,308339.7769992915,155092.50999986776,1826911,916085.0,1.9464,1031.9339999999952,927.9809999999918,0.01,0.072841,0.01,0.072398,0.01,0.024757,0.01,0.024757,29416.548,32947.919,29072.964,32947.919,1845.2430004440248,-605775.9549760737,5259.0,858953.0,103.95300000000339,143564.17000000257
2021-03-09,52429.43,54950.0,51880.0,54917.78,285489.8149992544,140806.2699999379,1825394,912197.0,1.93,644.4329999999951,1847.3299999999804,0.072419,0.074574,0.024355,0.024355,0.072419,0.072419,0.041976,0.057038,33122.884,33962.234,31850.988,32323.463,-3877.2749993785983,-609653.2299754523,-1000.0,857953.0,-1202.8969999999854,142361.27300000258
2021-03-10,54917.79,57500.92,53061.0,55947.98,401153.18099875,197027.56799945093,2537219,1265204.0,2.0193,2009.4949999999703,1993.457999999969,0.024344,0.095845,0.01,0.095845,0.024344,0.056915,0.024344,0.056915,32323.463,33439.728,31504.551,32733.514,-7098.04499984812,-616751.2749753004,-6811.0,851142.0,16.0370000000014,142377.3100000026
2021-03-11,55949.3,58283.0,54356.44,57844.52,364679.706998554,177888.0109996387,2419527,1200815.0,2.0003,1909.4639999999833,1198.3439999999848,0.095931,0.111793,0.079681,0.102098,0.095931,0.099305,0.085439,0.085439,32733.514,34435.798,31602.167,34270.004,-8903.684999276593,-625654.959974577,-17897.0,833245.0,711.1199999999985,143088.43000000258
2021-03-12,57842.64,58186.33,55074.3,57291.03,335468.67099843046,163039.90199973327,2257015,1118060.0,1.9334,2268.419999999993,690.3059999999942,0.102002,0.102002,0.043543,0.047802,0.102002,0.102002,0.051199,0.051199,34270.004,34520.67,32033.738,32132.689,-9388.866998963931,-635043.8269735409,-20895.0,812350.0,1578.1139999999987,144666.54400000258
2021-03-13,57291.04,61950.0,56136.0,61267.41,320322.39199885284,163088.46199980594,2174742,1104140.0,1.9036,698.0099999999932,2841.462000000017,0.047834,0.101252,0.028226,0.081928,0.047834,0.060567,0.047834,0.057114,32132.689,37809.95,31950.799,35814.926,5854.532000759034,-629189.2949727819,33538.0,845888.0,-2143.452000000024,142523.09200000257
2021-03-14,61267.42,61798.0,59005.0,59037.12,231991.6419993782,111414.35199996419,1502095,738891.0,2.1104,1691.9959999999808,337.7349999999988,0.081828,0.128208,0.068943,0.082219,0.081828,0.115069,0.081828,0.115069,35814.926,37587.484,35669.765,36092.325,-9162.937999449816,-638352.2329722317,-24313.0,821575.0,1354.260999999982,143877.35300000253
2021-03-15,59037.11,60740.0,54517.28,55646.61,448749.0639984132,216809.1009995469,2863223,1418026.0,2.4819,7495.519000000311,787.894999999991,0.08201,0.121675,0.013576,0.022699,0.08201,0.10521,0.015776,0.015776,36092.325,37368.384,32591.332,34046.961,-15130.8619993194,-653483.0949715511,-27171.0,794404.0,6707.62400000032,150584.97700000287
2021-03-16,55646.61,56988.0,53335.0,56954.19,339656.4769987742,167155.15599964216,2387088,1186620.0,3.1615,2612.8390000000086,971.7999999999882,0.022573,0.048377,0.019912,0.035358,0.022573,0.040673,0.022573,0.040673,34046.961,35948.658,32775.534,33176.577,-5346.164999489905,-658829.259971041,-13848.0,780556.0,1641.0390000000202,152226.01600000288
2021-03-17,56953.23,59078.79,54154.93,58959.0,339375.4849988428,168433.204999745,2314156,1151155.0,3.0193,1373.02699999998,1437.2569999999891,0.035367,0.03559,0.016341,0.030213,0.035367,0.035367,0.019234,0.024575,33176.577,35342.481,31013.518,31662.592,-2509.0749993528007,-661338.3349703938,-11846.0,768710.0,-64.23000000000911,152161.78600000287
2021-03-18,58959.01,60510.0,57072.0,57700.01,305090.17899908987,146847.00799979566,1963323,968789.0,2.7202,1613.8409999999812,862.0739999999938,0.030265,0.050468,0.018496,0.03199,0.030265,0.032547,0.029259,0.032547,31662.592,34312.609,31662.592,32333.614,-11396.162999498541,-672734.4979698923,-25745.0,742965.0,751.7669999999874,152913.55300000287
2021-03-19,57700.01,59550.0,56301.27,58089.11,259037.18799922118,128069.86799990259,1725575,860451.0,3.1135,1272.8259999999818,530.8689999999956,0.032006,0.049248,0.01,0.049248,0.032006,0.03326,0.012887,0.03326,32333.614,33219.059,31587.788,32319.09,-2897.4519994159928,-675631.9499693083,-4673.0,738292.0,741.9569999999862,153655.51000000286
2021-03-20,58089.1,59948.0,57881.0,58145.61,203679.83799947432,100819.2989999451,1336603,655014.0,2.655,879.0869999999923,426.70999999999793,0.04928,0.078706,0.031351,0.031351,0.04928,0.04928,0.044452,0.048936,32319.09,33790.503,31649.97,32382.696,-2041.239999584126,-677673.1899688925,-26575.0,711717.0,452.3769999999943,154107.88700000287
2021-03-21,58144.44,58638.7,55403.55,57415.18,237517.64899917325,115249.61199992106,1560896,772509.0,2.8344,2992.412000000031,577.5849999999975,0.031366,0.051776,0.01,0.051776,0.031366,0.042375,0.01,0.01,32382.696,34074.01,31272.04,32402.337,-7018.424999331124,-684691.6149682236,-15878.0,695839.0,2414.827000000034,156522.7140000029
2021-03-22,57415.19,58500.0,53635.81,54129.56,293055.7449989568,140394.73499986538,1966897,965816.0,2.9635,4770.72100000016,492.63699999999625,0.051919,0.068142,0.024288,0.024288,0.051919,0.051919,0.045562,0.048977,32402.337,34848.874,32156.351,33281.13,-12266.274999226036,-696957.8899674497,-35265.0,660574.0,4278.0840000001635,160800.79800000307
2021-03-23,54129.57,55890.68,52981.4,54400.0,276198.9699988705,134532.63899982843,1795537,892550.0,3.4053,1780.9389999999767,700.9399999999929,0.02421,0.060206,0.01,0.053492,0.02421,0.042245,0.02421,0.042245,33281.13,35442.182,32524.265,34294.543,-7133.691999213654,-704091.5819666634,-10437.0,650137.0,1079.9989999999839,161880.79700000305
2021-03-24,54400.0,57234.79,51666.0,52311.54,394152.137997771,189896.81399957702,2485457,1233947.0,2.7679,4660.828000000143,1086.314999999992,0.053454,0.05986,0.01,0.012119,0.053454,0.053454,0.016567,0.026422,34294.543,35651.724,32279.293,32881.563,-14358.509998616937,-718450.0919652802,-17563.0,632574.0,3574.513000000151,165455.3100000032
2021-03-25,52307.89,53255.2,50452.08,51325.21,416795.74999747064,204820.67899956516,2675711,1336287.0,3.1017,3413.0200000000686,1304.3109999999895,0.011828,0.017375,0.01,0.016102,0.011828,0.116465,0.01,0.01,32881.563,35771.96,32490.507,34314.87,-7154.3919983403175,-725604.4839636206,-3137.0,629437.0,2108.709000000079,167564.0190000033
2021-03-26,51325.21,55123.0,51260.0,55030.0,271957.5119994338,136780.44499983784,1733492,875055.0,2.5336,459.9559999999972,1436.8429999999844,0.016,0.016347,0.01,0.01,0.016,0.016,0.01,0.01,34314.87,34400.572,32711.646,32984.506,1603.378000241879,-724001.1059633787,16618.0,646055.0,-976.8869999999872,166587.1320000033
2021-03-27,55030.0,56658.76,54001.0,55828.0,234435.32599958684,117057.47999988656,1502818,740140.0,2.5562,667.4649999999953,1636.8929999999864,0.01,0.01,0.01,0.01,0.01,0.077864,0.01,0.01,32984.506,33609.305,31965.447,32081.721,-320.36599981371546,-724321.4719631923,-22538.0,623517.0,-969.4279999999911,165617.70400000332
2021-03-28,55828.0,56588.31,54694.91,55805.08,200603.76799943295,97635.4679998572,1302269,646839.0,2.0998,913.4119999999934,384.2079999999992,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,32081.721,32797.402,31085.875,31209.737,-5332.831999718561,-729654.3039629109,-8591.0,614926.0,529.2039999999943,166146.9080000033
2021-03-29,55804.16,58490.11,54931.15,57677.64,277105.37099962845,138072.77999989846,1852397,928083.0,2.2154,651.9439999999944,1677.2559999999798,0.01,0.036059,0.01,0.032077,0.01,0.018171,0.01,0.018171,31209.737,35781.936,31209.737,32494.807,-959.810999831534,-730614.1149627424,3769.0,618695.0,-1025.3119999999853,165121.59600000334
2021-03-30,57676.14,59560.0,57110.0,58794.16,232750.61899966287,115799.16999999901,1543415,771065.0,2.0969,380.2349999999989,689.6879999999959,0.032026,0.09329,0.0,0.080901,0.032026,0.083501,0.027258,0.083501,32378.177,34778.66,32000.272,34489.638,-1152.2789996648498,-731766.3939624073,-1285.0,617410.0,-309.452999999997,164812.14300000333
2021-03-31,58794.17,59920.0,56812.0,58807.24,336828.3759991196,165596.69999975958,2186187,1088334.0,2.2415,2564.1730000000334,850.409999999994,0.080754,0.112789,0.058414,0.109435,0.080754,0.080754,0.058414,0.058414,34489.638,35379.519,33604.826,34414.927,-5634.975999600429,-737401.3699620077,-9519.0,607891.0,1713.7630000000395,166525.90600000336
2021-04-01,58810.99,59592.22,58002.0,58794.01,196183.23199962825,94655.26199994527,1227212,609571.0,2.2787,851.7419999999944,230.7019999999998,0.109277,0.111534,0.0456,0.071067,0.109277,0.109277,0.051932,0.051932,34414.927,34966.306,33263.12,33434.442,-6872.7079997377,-744274.0779617454,-8070.0,599821.0,621.0399999999946,167146.94600000337
2021-04-02,58797.56,60397.85,58490.03,59031.36,189391.94899972522,92589.84499994609,1164104,582574.0,2.2279,775.6229999999963,442.77299999999735,0.071058,0.116004,0.063107,0.06325,0.071058,0.106221,0.01,0.10197,33434.442,35503.819,33159.786,34555.989,-4212.258999833051,-748486.3369615785,1044.0,600865.0,332.84999999999894,167479.79600000338
2021-04-03,59028.99,59925.0,56900.0,57134.65,198636.16999971287,93687.05399991399,1185188,584092.0,2.7106,2461.7189999999982,238.47799999999964,0.063267,0.111684,0.051328,0.052012,0.10197,0.107843,0.063267,0.101313,34555.989,35868.496,34028.709,34674.372,-11262.0619998849,-759748.3989614634,-17004.0,583861.0,2223.2409999999986,169703.0370000034
2021-04-04,57134.65,58553.0,56517.23,58234.61,152454.1219998301,74594.62699993042,912263,460086.0,2.3179,966.6009999999924,370.0859999999992,0.05209,0.067762,0.024797,0.039609,0.05209,0.05209,0.01,0.026521,34674.372,35112.017,33364.203,33789.721,-3264.867999969254,-763013.2669614326,7909.0,591770.0,596.5149999999932,170299.55200000337
2021-04-05,58234.61,59385.0,56808.94,59243.39,174338.3939997923,86261.20699993928,1085986,554472.0,2.4831,508.7059999999974,478.1679999999989,0.039464,0.099233,0.019466,0.097031,0.039464,0.045078,0.037409,0.037409,33789.721,34587.484,33570.759,33814.727,-1815.9799999137176,-764829.2469613464,22958.0,614728.0,30.537999999998476,170330.09000000337
2021-04-06,59243.4,59626.18,57500.0,58059.99,165495.71799983463,78585.69799993395,1067786,518957.0,2.4746,799.7799999999933,143.38000000000025,0.097189,0.103626,0.056657,0.057588,0.037409,0.097189,0.037409,0.083736,33814.727,34777.617,32962.243,33522.886,-8324.32199996672,-773153.5689613131,-29872.0,584856.0,656.399999999993,170986.49000000337
2021-04-07,58060.0,58720.0,55536.07,56018.18,264851.9179994439,127488.42999997188,1651610,824097.0,3.075,2966.282000000019,303.32099999999946,0.057609,0.077184,0.040757,0.040757,0.057609,0.057609,0.05366,0.05366,33522.886,35840.851,32453.028,34844.93,-9875.057999500132,-783028.6269608133,-3416.0,581440.0,2662.9610000000193,173649.45100000338
2021-04-08,56018.17,58200.0,55759.13,58122.26,161223.50499982797,79828.72399993852,1025838,519407.0,3.1789,207.4930000000002,474.55299999999767,0.040784,0.053823,0.01,0.019574,0.05366,0.05366,0.01,0.026225,34844.93,35813.096,33213.776,33213.776,-1566.0569999509316,-784594.6839607642,12976.0,594416.0,-267.05999999999744,173382.39100000338
2021-04-09,58122.93,58950.0,57700.0,58176.03,141679.40599992947,68299.9519999125,871715,433714.0,2.5273,258.6650000000001,363.88099999999815,0.019611,0.038882,0.01,0.013002,0.019611,0.026301,0.019611,0.021785,33213.776,33257.57,32121.743,32347.16,-5079.502000104461,-789674.1859608686,-4287.0,590129.0,-105.21599999999808,173277.1750000034
2021-04-10,58176.04,61800.0,57943.95,59832.43,240906.82599947284,119095.67499996656,1431406,718588.0,2.5638,1488.1559999999881,1750.1539999999798,0.012959,0.155125,0.01103,0.086965,0.012959,0.148624,0.012959,0.119652,32347.16,35789.772,31790.071,33761.502,-2715.475999539718,-792389.6619604083,5770.0,595899.0,-261.99799999999163,173015.1770000034
2021-04-11,59832.43,60816.88,59304.02,60090.2,148499.67499992973,72619.75899992784,941409,468877.0,2.9872,320.25999999999874,184.8029999999999,0.086735,0.116843,0.085466,0.093878,0.086735,0.105998,0.057038,0.105998,33761.502,34798.592,33073.002,34440.062,-3260.1570000740467,-795649.8189604824,-3655.0,592244.0,135.45699999999883,173150.6340000034
2021-04-12,60093.26,61449.91,59500.0,59911.18,196106.28899957714,95083.46199994953,1183290,582710.0,2.9698,645.6929999999955,340.4689999999992,0.093793,0.141231,0.083734,0.084285,0.093793,0.106358,0.093793,0.094343,34440.062,36627.867,34083.714,35845.358,-5939.364999678073,-801589.1839601605,-17870.0,574374.0,305.22399999999635,173455.85800000338
2021-04-13,59911.19,63850.0,59873.01,63649.71,279388.0509991153,140923.08499995738,1639494,822856.0,3.2955,391.2749999999983,1758.3999999999805,0.084072,0.154004,0.0684,0.090657,0.084072,0.12267,0.084072,0.12267,35845.358,40297.218,35455.92,38440.528,2458.1190007994883,-799131.064959361,6218.0,580592.0,-1367.1249999999823,172088.7330000034
2021-04-14,63645.05,64986.11,61404.0,63019.1,323350.1459988651,156439.83899985786,1908644,939803.0,2.2175,2415.8929999999978,894.0589999999881,0.090508,0.114454,0.076475,0.076475,0.090508,0.108567,0.090508,0.104786,38440.528,38698.914,36660.681,36660.681,-10470.467999149347,-809601.5329585103,-29038.0,551554.0,1521.8340000000096,173610.56700000342
2021-04-15,63018.34,63905.83,62157.89,63232.55,178601.88099968928,87074.02199993221,1089581,542763.0,3.1563,257.9509999999996,197.18900000000014,0.076335,0.116641,0.06935,0.109885,0.104786,0.110324,0.047834,0.110324,36660.681,37433.915,35937.478,36178.114,-4453.836999824853,-814055.3699583352,-4055.0,547499.0,60.76199999999949,173671.3290000034
2021-04-16,63232.56,63600.0,60100.0,61424.67,255764.7349993396,121035.6919999822,1535838,758876.0,3.0783,2410.824000000004,205.05299999999997,0.109647,0.147405,0.054533,0.054946,0.109647,0.120022,0.084593,0.115519,36178.114,39407.906,34681.79,34775.242,-13693.350999375194,-827748.7209577104,-18086.0,529413.0,2205.7710000000043,175877.1000000034
2021-04-17,61424.67,62610.0,59620.0,60090.14,194100.62599971387,93148.50899995734,1147641,568341.0,3.7916,1352.1119999999826,115.18100000000031,0.054906,0.093551,0.046648,0.081598,0.054906,0.10521,0.054007,0.087572,34775.242,36018.847,33788.806,35248.862,-7803.607999799191,-835552.3289575096,-10959.0,518454.0,1236.9309999999823,177114.0310000034
2021-04-18,60090.14,60450.0,50050.0,56140.05,510875.57099736214,246552.9749991746,3511723,1738732.0,4.5525,17835.522000001554,1515.4179999999728,0.081598,0.091891,0.01,0.01,0.081624,0.081624,0.01,0.01,35248.862,36556.015,28184.975,28350.636,-17769.620999012957,-853321.9499565226,-34259.0,484195.0,16320.104000001582,193434.135000005
2021-04-19,56140.05,57532.7,54200.0,55634.39,285039.6639992789,143616.24799986996,1800937,902984.0,2.8956,1567.8979999999772,688.1399999999951,0.01,0.041466,0.01,0.01,0.01,0.089928,0.01,0.01,28350.636,29085.127,26573.921,27155.08,2192.8320004609996,-851129.1179560616,5031.0,489226.0,879.7579999999821,194313.89300000496
2021-04-20,55634.38,57060.0,53330.82,56410.56,324471.35299886286,162234.9659998239,1992611,998053.0,2.5461,1433.6829999999793,970.5309999999895,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27155.08,29913.011,27155.08,28200.06,-1.4209992150426842,-851130.5389552766,3495.0,492721.0,463.1519999999898,194777.04500000496
2021-04-21,56411.25,56756.78,53610.0,53800.0,252574.12499951487,123944.90499983172,1614185,797713.0,2.6711,1506.5889999999822,363.0979999999981,0.01,0.01,0.01,0.01,0.01,0.012887,-0.001081,0.01,28200.06,29190.602,27448.899,28619.803,-4684.314999851427,-855814.853955128,-18759.0,473962.0,1143.490999999984,195920.53600000494
2021-04-22,53794.72,55470.51,50534.34,51714.61,452816.6339977055,220764.59499956912,2878571,1441041.0,2.5112,4517.224000000222,1326.369999999983,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28619.803,31484.068,28356.427,31295.644,-11287.443998567236,-867102.2979536953,3511.0,477473.0,3190.854000000239,199111.39000000517
2021-04-23,51714.62,52152.0,47546.16,51122.62,554539.2839983829,274482.0289990898,3507869,1751416.0,2.4916,6286.210000000385,2593.253000000026,0.01,0.05477,0.01,0.01,0.01,0.047618,0.01,0.01,31295.644,35157.573,31121.18,32204.409,-5575.226000203285,-872677.5239538986,-5037.0,472436.0,3692.9570000003587,202804.34700000554
2021-04-24,51122.63,51183.51,48690.0,50092.4,299657.0419989452,149703.67099980917,1833675,908623.0,2.1008,1396.2139999999831,1104.0719999999917,0.01,0.038307,0.01,0.021581,0.01,0.027672,0.01,0.01676,32204.409,33980.995,32204.409,33548.364,-249.69999932684004,-872927.2239532254,-16429.0,456007.0,292.1419999999914,203096.48900000553
2021-04-25,50094.27,50577.9,46930.43,49063.94,310303.62799937587,153654.07799979925,1905337,953860.0,1.5426,3136.667000000023,1035.1629999999934,0.0217,0.046184,0.01,0.01,0.0217,0.038558,0.01,0.01,33548.364,34399.422,32709.08,32709.08,-2995.4719997773645,-875922.6959530028,2383.0,458390.0,2101.50400000003,205197.99300000555
2021-04-26,49063.93,54364.89,48763.0,53984.33,390492.2929986946,197840.13999966136,2293225,1150732.0,1.5873,895.368999999993,3296.6790000000155,0.01,0.01,0.01,0.01,0.01,0.016567,0.01,0.01,32709.08,32709.08,28186.678,28276.247,5187.987000628142,-870734.7089523746,8239.0,466629.0,-2401.3100000000227,202796.68300000552
2021-04-27,53984.34,55500.0,53225.14,55006.25,225438.82399947554,112883.47299986621,1381723,692283.0,1.5907,241.0139999999997,514.6819999999983,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28276.247,29779.178,27706.74,27706.74,328.12200025687343,-870406.5869521177,2843.0,469472.0,-273.66799999999864,202523.01500000551
2021-04-28,55006.25,56574.13,53852.0,54861.77,263167.3029992373,131081.38099987354,1602819,802999.0,1.7855,211.0659999999996,282.8439999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27768.413,28857.149,27700.995,28432.014,-1004.5409994902438,-871411.127951608,3179.0,472651.0,-71.77799999999999,202451.23700000552
2021-04-29,54861.76,55222.02,52350.0,53558.8,257025.34499928466,127030.03199988435,1472060,734287.0,2.1309,189.41799999999978,107.18900000000002,0.01,0.033725,0.01,0.01,0.01,0.01,0.01,0.01,28432.014,31130.322,27983.215,30355.829,-2965.2809995159623,-874376.408951124,-3486.0,469165.0,82.22899999999976,202533.46600000552
2021-04-30,53558.57,57935.0,53043.62,57684.16,294679.4089990108,149515.07499985603,1627926,827920.0,2.3761,78.407,334.73599999999954,0.01,0.024067,0.01,0.011505,0.01,0.01,0.01,0.01,30355.829,33045.026,29808.442,31978.926,4350.741000701266,-870025.6679504227,27914.0,497079.0,-256.32899999999955,202277.13700000552
